sale,instrspending,discount,tvspending,stockrate,price,radio,onlineadsspending,revenue,location,cuisine,name,month,year,month_num,rating,service_quality_score
247857,46.85,0.17,141.25,0.26,14.15,2486,2218.88,14.15,Main Location,General,Main Location - General,2011-08-01,2011,8,4.5,8.5
126567,42.98,0.04,106.46,0.16,27.96,1932,374.61,27.96,Main Location,General,Main Location - General,2011-09-01,2011,9,4.5,8.5
195358,9.0,0.07,98.56,0.54,1.01,1189,1725.42,1.01,Main Location,General,Main Location - General,2011-10-01,2011,10,4.5,8.5
201697,27.49,0.35,44.86,0.66,3.2,2451,2388.65,3.2,Main Location,General,Main Location - General,2011-11-01,2011,11,4.5,8.5
136874,23.82,0.11,123.03,0.19,19.38,1602,916.1,19.38,Main Location,General,Main Location - General,2011-12-01,2011,12,4.5,8.5
120169,26.26,0.08,113.32,0.31,21.67,1189,131.46,21.67,Main Location,General,Main Location - General,2012-01-01,2012,1,4.5,8.5
196383,26.99,0.5,132.38,0.51,11.77,522,2929.33,11.77,Main Location,General,Main Location - General,2012-02-01,2012,2,4.5,8.5
121197,20.3,0.02,23.73,0.41,10.87,2068,3138.44,10.87,Main Location,General,Main Location - General,2012-03-01,2012,3,4.5,8.5
163248,44.24,0.26,119.22,0.86,22.87,2261,1549.48,22.87,Main Location,General,Main Location - General,2012-04-01,2012,4,4.5,8.5
194328,33.9,0.09,46.28,0.82,6.66,2302,768.49,6.66,Main Location,General,Main Location - General,2012-05-01,2012,5,4.5,8.5
61240,6.4,0.31,127.19,1.0,22.38,1812,2802.99,22.38,Main Location,General,Main Location - General,2012-06-01,2012,6,4.5,8.5
316408,49.93,0.32,185.42,0.24,9.62,1565,2355.31,9.62,Main Location,General,Main Location - General,2012-07-01,2012,7,4.5,8.5
13254,13.68,0.04,28.82,0.46,26.3,2842,2698.06,26.3,Main Location,General,Main Location - General,2012-08-01,2012,8,4.5,8.5
43008,8.85,0.25,120.49,0.74,27.0,1564,1778.79,27.0,Main Location,General,Main Location - General,2012-09-01,2012,9,4.5,8.5
185003,14.92,0.01,168.97,0.08,12.87,2253,1765.48,12.87,Main Location,General,Main Location - General,2012-10-01,2012,10,4.5,8.5
113802,41.7,0.26,78.42,0.63,25.97,258,207.68,25.97,Main Location,General,Main Location - General,2012-11-01,2012,11,4.5,8.5
180409,48.78,0.03,67.06,0.17,18.4,2659,2056.98,18.4,Main Location,General,Main Location - General,2012-12-01,2012,12,4.5,8.5
198958,34.7,0.39,128.95,0.65,14.22,2594,818.13,14.22,Main Location,General,Main Location - General,2013-01-01,2013,1,4.5,8.5
195127,21.3,0.16,55.73,0.37,2.66,2456,664.04,2.66,Main Location,General,Main Location - General,2013-02-01,2013,2,4.5,8.5
155986,32.67,0.47,55.4,0.55,13.64,1459,1191.38,13.64,Main Location,General,Main Location - General,2013-03-01,2013,3,4.5,8.5
158940,2.53,0.1,62.58,0.59,0.17,2683,2498.24,0.17,Main Location,General,Main Location - General,2013-04-01,2013,4,4.5,8.5
101353,0.35,0.07,184.26,0.57,18.83,2731,814.92,18.83,Main Location,General,Main Location - General,2013-05-01,2013,5,4.5,8.5
17755,18.28,0.14,56.21,0.89,29.47,2583,1729.77,29.47,Main Location,General,Main Location - General,2013-06-01,2013,6,4.5,8.5
176910,30.5,0.1,175.87,0.7,19.77,1724,2415.78,19.77,Main Location,General,Main Location - General,2013-07-01,2013,7,4.5,8.5
153910,38.19,0.05,75.09,0.43,18.69,1223,1842.54,18.69,Main Location,General,Main Location - General,2013-08-01,2013,8,4.5,8.5
290220,56.17,0.29,199.44,0.94,15.94,1706,3073.17,15.94,Main Location,General,Main Location - General,2013-09-01,2013,9,4.5,8.5
88855,28.56,0.12,86.77,0.1,26.3,1875,203.52,26.3,Main Location,General,Main Location - General,2013-10-01,2013,10,4.5,8.5
197061,56.66,0.21,11.32,0.67,13.68,404,850.19,13.68,Main Location,General,Main Location - General,2013-11-01,2013,11,4.5,8.5
127265,43.46,0.07,97.92,0.43,26.9,1202,2088.73,26.9,Main Location,General,Main Location - General,2013-12-01,2013,12,4.5,8.5
104028,7.84,0.47,49.33,0.43,10.76,516,1359.34,10.76,Main Location,General,Main Location - General,2014-01-01,2014,1,4.5,8.5
87385,39.4,0.16,6.74,0.88,22.05,2755,2540.66,22.05,Main Location,General,Main Location - General,2014-02-01,2014,2,4.5,8.5
117597,1.42,0.49,39.03,0.41,4.41,988,2123.17,4.41,Main Location,General,Main Location - General,2014-03-01,2014,3,4.5,8.5
178264,36.95,0.36,140.91,0.43,19.88,882,630.99,19.88,Main Location,General,Main Location - General,2014-04-01,2014,4,4.5,8.5
125714,31.62,0.03,89.34,0.72,19.96,1570,1267.37,19.96,Main Location,General,Main Location - General,2014-05-01,2014,5,4.5,8.5
144404,4.04,0.13,61.56,0.75,2.79,1844,757.51,2.79,Main Location,General,Main Location - General,2014-06-01,2014,6,4.5,8.5
68096,3.85,0.16,78.37,0.35,17.1,2508,900.11,17.1,Main Location,General,Main Location - General,2014-07-01,2014,7,4.5,8.5
230322,58.09,0.04,123.26,0.7,19.36,2971,1874.59,19.36,Main Location,General,Main Location - General,2014-08-01,2014,8,4.5,8.5
385301,57.0,0.39,188.95,0.23,3.48,2851,2438.81,3.48,Main Location,General,Main Location - General,2014-09-01,2014,9,4.5,8.5
185971,45.5,0.49,110.67,0.85,19.26,1282,2005.77,19.26,Main Location,General,Main Location - General,2014-10-01,2014,10,4.5,8.5
208847,45.89,0.2,3.83,0.98,5.61,2508,2124.84,5.61,Main Location,General,Main Location - General,2014-11-01,2014,11,4.5,8.5
122889,47.87,0.06,97.7,0.59,29.08,236,2675.45,29.08,Main Location,General,Main Location - General,2014-12-01,2014,12,4.5,8.5
207466,56.62,0.12,3.83,0.81,11.03,2591,317.27,11.03,Main Location,General,Main Location - General,2015-01-01,2015,1,4.5,8.5
52974,17.23,0.17,135.21,0.85,29.61,1025,779.57,29.61,Main Location,General,Main Location - General,2015-02-01,2015,2,4.5,8.5
23773,6.06,0.23,37.15,0.42,22.23,2740,191.24,22.23,Main Location,General,Main Location - General,2015-03-01,2015,3,4.5,8.5
290026,45.3,0.11,70.93,0.15,1.1,209,2842.47,1.1,Main Location,General,Main Location - General,2015-04-01,2015,4,4.5,8.5
86216,5.27,0.49,77.57,0.87,13.97,2662,279.73,13.97,Main Location,General,Main Location - General,2015-05-01,2015,5,4.5,8.5
314955,50.52,0.05,181.69,0.31,9.66,2034,1746.4,9.66,Main Location,General,Main Location - General,2015-06-01,2015,6,4.5,8.5
242077,14.83,0.34,162.99,0.51,2.14,2901,1577.54,2.14,Main Location,General,Main Location - General,2015-07-01,2015,7,4.5,8.5
170784,47.18,0.01,147.31,0.69,25.89,2524,2995.77,25.89,Main Location,General,Main Location - General,2015-08-01,2015,8,4.5,8.5
153999,25.42,0.15,145.0,0.9,17.7,1119,533.72,17.7,Main Location,General,Main Location - General,2015-09-01,2015,9,4.5,8.5
41936,4.71,0.1,40.69,0.8,17.72,2415,2532.19,17.72,Main Location,General,Main Location - General,2015-10-01,2015,10,4.5,8.5
148499,6.15,0.33,103.0,0.13,7.74,1274,1416.62,7.74,Main Location,General,Main Location - General,2015-11-01,2015,11,4.5,8.5
65825,43.56,0.18,14.02,0.81,28.38,2132,1069.13,28.38,Main Location,General,Main Location - General,2015-12-01,2015,12,4.5,8.5
207588,25.28,0.03,129.7,0.87,8.43,636,2213.69,8.43,Main Location,General,Main Location - General,2016-01-01,2016,1,4.5,8.5
108334,38.04,0.11,14.1,0.87,19.36,1184,2439.56,19.36,Main Location,General,Main Location - General,2016-02-01,2016,2,4.5,8.5
182641,4.06,0.02,165.14,0.85,6.19,2765,1382.77,6.19,Main Location,General,Main Location - General,2016-03-01,2016,3,4.5,8.5
298510,32.12,0.19,179.11,0.34,3.51,2579,3012.09,3.51,Main Location,General,Main Location - General,2016-04-01,2016,4,4.5,8.5
144208,44.31,0.48,155.82,0.99,29.1,2284,161.03,29.1,Main Location,General,Main Location - General,2016-05-01,2016,5,4.5,8.5
80703,34.24,0.17,74.62,0.8,27.19,79,57.69,27.19,Main Location,General,Main Location - General,2016-06-01,2016,6,4.5,8.5
205225,37.18,0.01,56.32,0.82,7.64,2521,1807.85,7.64,Main Location,General,Main Location - General,2016-07-01,2016,7,4.5,8.5
253424,50.22,0.09,49.68,0.0,7.19,288,2611.38,7.19,Main Location,General,Main Location - General,2016-08-01,2016,8,4.5,8.5
53899,1.09,0.26,163.39,0.63,25.98,2884,2214.17,25.98,Main Location,General,Main Location - General,2016-09-01,2016,9,4.5,8.5
229310,49.15,0.4,116.14,0.15,16.56,418,558.4,16.56,Main Location,General,Main Location - General,2016-10-01,2016,10,4.5,8.5
299187,51.68,0.1,122.56,0.78,6.3,595,29.11,6.3,Main Location,General,Main Location - General,2016-11-01,2016,11,4.5,8.5
173478,13.23,0.29,195.4,0.01,15.68,2952,467.51,15.68,Main Location,General,Main Location - General,2016-12-01,2016,12,4.5,8.5
288039,58.8,0.24,76.2,0.8,6.74,2111,2505.12,6.74,Main Location,General,Main Location - General,2017-01-01,2017,1,4.5,8.5
312327,56.56,0.39,90.05,0.73,3.59,1329,2307.37,3.59,Main Location,General,Main Location - General,2017-02-01,2017,2,4.5,8.5
133576,36.8,0.05,81.63,0.13,21.89,1461,215.31,21.89,Main Location,General,Main Location - General,2017-03-01,2017,3,4.5,8.5
187673,36.96,0.27,29.29,0.15,8.79,148,866.19,8.79,Main Location,General,Main Location - General,2017-04-01,2017,4,4.5,8.5
57588,27.14,0.5,43.53,0.97,25.08,2910,2190.19,25.08,Main Location,General,Main Location - General,2017-05-01,2017,5,4.5,8.5
153180,34.81,0.43,194.68,0.73,27.33,2990,951.09,27.33,Main Location,General,Main Location - General,2017-06-01,2017,6,4.5,8.5
172092,29.33,0.49,151.35,0.48,18.55,2744,1743.44,18.55,Main Location,General,Main Location - General,2017-07-01,2017,7,4.5,8.5
126489,39.62,0.12,138.4,0.17,29.55,564,956.56,29.55,Main Location,General,Main Location - General,2017-08-01,2017,8,4.5,8.5
277854,47.44,0.28,194.14,0.29,14.86,633,2545.85,14.86,Main Location,General,Main Location - General,2017-09-01,2017,9,4.5,8.5
89841,16.4,0.06,146.48,0.25,25.48,935,2020.94,25.48,Main Location,General,Main Location - General,2017-10-01,2017,10,4.5,8.5
201977,46.16,0.1,151.41,0.04,22.43,1139,839.28,22.43,Main Location,General,Main Location - General,2017-11-01,2017,11,4.5,8.5
264661,52.04,0.41,90.87,0.78,8.36,454,3187.92,8.36,Main Location,General,Main Location - General,2017-12-01,2017,12,4.5,8.5
23336,6.58,0.35,85.99,0.46,26.82,1580,1694.51,26.82,Main Location,General,Main Location - General,2018-01-01,2018,1,4.5,8.5
123992,41.62,0.36,45.92,0.64,21.37,996,786.62,21.37,Main Location,General,Main Location - General,2018-02-01,2018,2,4.5,8.5
294288,57.46,0.45,174.81,0.69,14.54,177,1223.56,14.54,Main Location,General,Main Location - General,2018-03-01,2018,3,4.5,8.5
170391,43.09,0.44,13.4,0.47,12.55,1042,2504.79,12.55,Main Location,General,Main Location - General,2018-04-01,2018,4,4.5,8.5
174779,37.02,0.34,131.03,0.18,20.33,435,3071.19,20.33,Main Location,General,Main Location - General,2018-05-01,2018,5,4.5,8.5
339205,40.41,0.08,185.83,0.24,2.44,1015,166.48,2.44,Main Location,General,Main Location - General,2018-06-01,2018,6,4.5,8.5
59136,29.15,0.4,33.5,0.81,25.15,203,3033.14,25.15,Main Location,General,Main Location - General,2018-07-01,2018,7,4.5,8.5
125623,8.19,0.31,65.65,0.97,7.2,1425,3140.55,7.2,Main Location,General,Main Location - General,2018-08-01,2018,8,4.5,8.5
28649,0.66,0.07,11.12,0.99,15.08,2209,1395.43,15.08,Main Location,General,Main Location - General,2018-09-01,2018,9,4.5,8.5
12198,3.92,0.11,13.5,0.66,20.53,2166,460.38,20.53,Main Location,General,Main Location - General,2018-10-01,2018,10,4.5,8.5
177431,30.57,0.03,12.36,0.92,4.19,1143,1006.68,4.19,Main Location,General,Main Location - General,2018-11-01,2018,11,4.5,8.5
320360,42.39,0.17,160.76,0.6,2.56,767,2064.48,2.56,Main Location,General,Main Location - General,2018-12-01,2018,12,4.5,8.5
196349,50.29,0.1,143.02,0.8,22.6,896,484.05,22.6,Main Location,General,Main Location - General,2019-01-01,2019,1,4.5,8.5
308652,28.39,0.09,191.97,0.77,0.73,1063,913.29,0.73,Main Location,General,Main Location - General,2019-02-01,2019,2,4.5,8.5
66194,1.46,0.35,69.3,0.56,15.6,870,533.92,15.6,Main Location,General,Main Location - General,2019-03-01,2019,3,4.5,8.5
274166,39.31,0.49,146.55,0.79,6.84,824,282.87,6.84,Main Location,General,Main Location - General,2019-04-01,2019,4,4.5,8.5
142926,10.93,0.41,160.6,0.02,16.63,225,233.28,16.63,Main Location,General,Main Location - General,2019-05-01,2019,5,4.5,8.5
133762,10.59,0.4,134.49,0.47,14.81,134,2005.61,14.81,Main Location,General,Main Location - General,2019-06-01,2019,6,4.5,8.5
299817,22.36,0.44,190.3,0.3,0.21,1839,1331.72,0.21,Main Location,General,Main Location - General,2019-07-01,2019,7,4.5,8.5
262531,36.61,0.28,150.49,0.34,8.16,104,202.41,8.16,Main Location,General,Main Location - General,2019-08-01,2019,8,4.5,8.5
185953,38.54,0.38,137.61,0.74,19.0,548,986.73,19.0,Main Location,General,Main Location - General,2019-09-01,2019,9,4.5,8.5
52925,10.41,0.06,160.29,0.68,29.08,1506,2155.55,29.08,Main Location,General,Main Location - General,2019-10-01,2019,10,4.5,8.5
158623,34.08,0.45,80.91,0.9,15.74,1716,3149.09,15.74,Main Location,General,Main Location - General,2019-11-01,2019,11,4.5,8.5
196415,17.92,0.19,54.3,0.25,0.94,1601,1337.5,0.94,Main Location,General,Main Location - General,2019-12-01,2019,12,4.5,8.5
163447,52.38,0.45,50.09,0.76,21.96,1797,677.49,21.96,Main Location,General,Main Location - General,2020-01-01,2020,1,4.5,8.5
334546,49.73,0.33,126.46,0.36,1.39,1641,540.0,1.39,Main Location,General,Main Location - General,2020-02-01,2020,2,4.5,8.5
128541,42.46,0.36,78.62,0.36,24.89,2558,2618.75,24.89,Main Location,General,Main Location - General,2020-03-01,2020,3,4.5,8.5
284063,50.66,0.0,146.99,0.99,9.35,1114,2313.09,9.35,Main Location,General,Main Location - General,2020-04-01,2020,4,4.5,8.5
245512,26.41,0.26,132.34,0.62,4.11,1996,2217.21,4.11,Main Location,General,Main Location - General,2020-05-01,2020,5,4.5,8.5
327681,41.55,0.41,190.29,0.58,4.16,2042,2970.79,4.16,Main Location,General,Main Location - General,2020-06-01,2020,6,4.5,8.5
228984,46.83,0.03,11.4,0.88,4.09,1070,2369.63,4.09,Main Location,General,Main Location - General,2020-07-01,2020,7,4.5,8.5
84933,37.12,0.05,88.51,0.25,29.57,529,1905.33,29.57,Main Location,General,Main Location - General,2020-08-01,2020,8,4.5,8.5
192334,34.04,0.42,29.38,0.21,6.86,1302,1173.51,6.86,Main Location,General,Main Location - General,2020-09-01,2020,9,4.5,8.5
74928,26.92,0.19,84.67,0.56,26.71,1394,169.04,26.71,Main Location,General,Main Location - General,2020-10-01,2020,10,4.5,8.5
182474,11.13,0.12,111.38,0.33,5.31,415,350.34,5.31,Main Location,General,Main Location - General,2020-11-01,2020,11,4.5,8.5
106091,17.78,0.38,141.33,0.32,23.17,2567,2555.38,23.17,Main Location,General,Main Location - General,2020-12-01,2020,12,4.5,8.5
87593,42.97,0.15,65.25,0.25,29.9,13,1122.27,29.9,Main Location,General,Main Location - General,2021-01-01,2021,1,4.5,8.5
289857,34.95,0.06,164.72,0.65,4.23,2419,2557.06,4.23,Main Location,General,Main Location - General,2021-02-01,2021,2,4.5,8.5
58427,41.7,0.49,15.79,1.0,28.95,727,1409.93,28.95,Main Location,General,Main Location - General,2021-03-01,2021,3,4.5,8.5
140429,11.51,0.31,28.24,0.2,5.07,1027,1800.5,5.07,Main Location,General,Main Location - General,2021-04-01,2021,4,4.5,8.5
139162,18.71,0.06,63.51,0.66,10.1,2817,789.3,10.1,Main Location,General,Main Location - General,2021-05-01,2021,5,4.5,8.5
245831,45.08,0.07,98.51,0.07,10.83,45,2747.98,10.83,Main Location,General,Main Location - General,2021-06-01,2021,6,4.5,8.5
144748,5.88,0.32,106.29,0.75,7.45,749,103.96,7.45,Main Location,General,Main Location - General,2021-07-01,2021,7,4.5,8.5
53565,8.9,0.23,7.79,0.73,14.83,2439,405.24,14.83,Main Location,General,Main Location - General,2021-08-01,2021,8,4.5,8.5
207287,13.64,0.38,176.19,0.57,8.32,2248,2676.61,8.32,Main Location,General,Main Location - General,2021-09-01,2021,9,4.5,8.5
155969,33.47,0.42,159.19,0.3,24.19,1374,996.84,24.19,Main Location,General,Main Location - General,2021-10-01,2021,10,4.5,8.5
159309,29.82,0.34,6.98,0.83,7.12,1542,1336.67,7.12,Main Location,General,Main Location - General,2021-11-01,2021,11,4.5,8.5
350917,51.03,0.25,157.48,0.73,1.54,2623,1711.36,1.54,Main Location,General,Main Location - General,2021-12-01,2021,12,4.5,8.5
224598,13.27,0.02,109.77,0.03,0.62,2570,501.63,0.62,Main Location,General,Main Location - General,2022-01-01,2022,1,4.5,8.5
147229,28.89,0.45,23.08,0.06,11.55,2543,794.52,11.55,Main Location,General,Main Location - General,2022-02-01,2022,2,4.5,8.5
1992,4.93,0.28,50.57,0.77,26.1,987,418.03,26.1,Main Location,General,Main Location - General,2022-03-01,2022,3,4.5,8.5
138872,26.13,0.4,80.38,0.58,15.69,997,495.32,15.69,Main Location,General,Main Location - General,2022-04-01,2022,4,4.5,8.5
320641,39.02,0.19,150.0,0.05,1.22,865,423.91,1.22,Main Location,General,Main Location - General,2022-05-01,2022,5,4.5,8.5
228865,29.89,0.03,134.23,0.81,7.43,771,2571.82,7.43,Main Location,General,Main Location - General,2022-06-01,2022,6,4.5,8.5
107676,8.11,0.16,133.57,0.51,17.44,1767,3097.17,17.44,Main Location,General,Main Location - General,2022-07-01,2022,7,4.5,8.5
156583,21.2,0.47,163.75,0.91,17.29,2790,32.15,17.29,Main Location,General,Main Location - General,2022-08-01,2022,8,4.5,8.5
191869,42.15,0.18,36.69,0.73,10.14,98,1300.68,10.14,Main Location,General,Main Location - General,2022-09-01,2022,9,4.5,8.5
223742,37.42,0.32,93.26,0.13,9.82,502,260.72,9.82,Main Location,General,Main Location - General,2022-10-01,2022,10,4.5,8.5
116892,50.39,0.04,16.45,0.93,22.65,2480,2860.71,22.65,Main Location,General,Main Location - General,2022-11-01,2022,11,4.5,8.5
232062,40.59,0.31,138.18,0.14,14.06,2533,2039.69,14.06,Main Location,General,Main Location - General,2022-12-01,2022,12,4.5,8.5
137638,36.47,0.42,169.48,0.58,28.49,574,466.01,28.49,Main Location,General,Main Location - General,2023-01-01,2023,1,4.5,8.5
338139,38.18,0.1,191.62,0.8,0.59,1789,1846.2,0.59,Main Location,General,Main Location - General,2023-02-01,2023,2,4.5,8.5
167423,45.66,0.35,162.83,0.33,28.1,2962,1877.13,28.1,Main Location,General,Main Location - General,2023-03-01,2023,3,4.5,8.5
364483,54.04,0.45,139.23,0.22,0.8,246,2795.77,0.8,Main Location,General,Main Location - General,2023-04-01,2023,4,4.5,8.5
51882,6.34,0.4,176.97,0.42,29.7,819,1783.21,29.7,Main Location,General,Main Location - General,2023-05-01,2023,5,4.5,8.5
185344,30.73,0.28,118.97,0.06,15.18,821,3100.62,15.18,Main Location,General,Main Location - General,2023-06-01,2023,6,4.5,8.5
211083,29.2,0.36,37.58,0.54,2.12,897,754.18,2.12,Main Location,General,Main Location - General,2023-07-01,2023,7,4.5,8.5
96683,10.65,0.48,74.69,0.07,15.73,2305,859.52,15.73,Main Location,General,Main Location - General,2023-08-01,2023,8,4.5,8.5
323740,52.25,0.24,167.47,0.95,6.71,18,3027.8,6.71,Main Location,General,Main Location - General,2023-09-01,2023,9,4.5,8.5
108168,29.83,0.14,90.95,0.42,23.31,1556,2420.19,23.31,Main Location,General,Main Location - General,2023-10-01,2023,10,4.5,8.5
271308,48.3,0.08,109.29,0.35,8.17,411,638.94,8.17,Main Location,General,Main Location - General,2023-11-01,2023,11,4.5,8.5
78613,35.58,0.42,69.16,0.37,28.45,787,2946.42,28.45,Main Location,General,Main Location - General,2023-12-01,2023,12,4.5,8.5
313734,48.39,0.14,114.35,0.15,4.68,2612,2428.73,4.68,Main Location,General,Main Location - General,2024-01-01,2024,1,4.5,8.5
311484,56.68,0.27,140.23,0.22,9.33,1549,2359.78,9.33,Main Location,General,Main Location - General,2024-02-01,2024,2,4.5,8.5
251534,25.78,0.01,109.97,0.21,1.54,1105,431.93,1.54,Main Location,General,Main Location - General,2024-03-01,2024,3,4.5,8.5
116207,14.83,0.45,109.68,0.58,16.48,572,551.64,16.48,Main Location,General,Main Location - General,2024-04-01,2024,4,4.5,8.5
156321,22.81,0.1,179.47,0.5,20.54,1040,2568.63,20.54,Main Location,General,Main Location - General,2024-05-01,2024,5,4.5,8.5
36272,4.33,0.31,20.65,0.78,16.95,2728,1690.17,16.95,Main Location,General,Main Location - General,2024-06-01,2024,6,4.5,8.5
194891,37.07,0.48,134.96,0.58,16.75,91,1726.92,16.75,Main Location,General,Main Location - General,2024-07-01,2024,7,4.5,8.5
194625,46.59,0.43,162.93,0.63,23.27,580,2575.89,23.27,Main Location,General,Main Location - General,2024-08-01,2024,8,4.5,8.5
305324,55.46,0.47,137.09,0.67,8.76,2576,807.43,8.76,Main Location,General,Main Location - General,2024-09-01,2024,9,4.5,8.5
185879,43.15,0.03,148.45,0.13,22.74,433,3132.63,22.74,Main Location,General,Main Location - General,2024-10-01,2024,10,4.5,8.5
357526,46.22,0.46,167.58,0.48,0.28,1273,1810.73,0.28,Main Location,General,Main Location - General,2024-11-01,2024,11,4.5,8.5
131070,19.15,0.13,134.3,0.74,17.77,421,2902.35,17.77,Main Location,General,Main Location - General,2024-12-01,2024,12,4.5,8.5
214513,21.01,0.2,86.72,0.03,3.24,1445,2087.3,3.24,Main Location,General,Main Location - General,2025-01-01,2025,1,4.5,8.5
251300,35.58,0.4,139.79,0.51,8.46,2864,1291.26,8.46,Main Location,General,Main Location - General,2025-02-01,2025,2,4.5,8.5
137823,4.81,0.25,144.55,0.28,13.17,2569,1734.45,13.17,Main Location,General,Main Location - General,2025-03-01,2025,3,4.5,8.5
131020,52.12,0.4,83.16,0.68,28.21,254,3090.68,28.21,Main Location,General,Main Location - General,2025-04-01,2025,4,4.5,8.5
126782,2.5,0.22,6.49,0.3,0.54,2561,2958.91,0.54,Main Location,General,Main Location - General,2025-05-01,2025,5,4.5,8.5
10742,9.12,0.39,2.06,0.42,22.81,1390,1323.73,22.81,Main Location,General,Main Location - General,2025-06-01,2025,6,4.5,8.5
280158,48.95,0.07,127.54,0.56,8.69,241,2121.15,8.69,Main Location,General,Main Location - General,2025-07-01,2025,7,4.5,8.5
223892,22.1,0.48,195.67,0.2,12.28,1982,2396.8,12.28,Main Location,General,Main Location - General,2025-08-01,2025,8,4.5,8.5
193666,52.02,0.32,42.98,0.78,15.09,968,1139.42,15.09,Main Location,General,Main Location - General,2025-09-01,2025,9,4.5,8.5
153581,35.2,0.2,62.78,0.5,15.42,1169,556.73,15.42,Main Location,General,Main Location - General,2025-10-01,2025,10,4.5,8.5
216887,43.9,0.2,1.06,0.04,5.2,214,1552.93,5.2,Main Location,General,Main Location - General,2025-11-01,2025,11,4.5,8.5
189351,39.39,0.46,60.66,0.09,12.57,1465,2705.06,12.57,Main Location,General,Main Location - General,2025-12-01,2025,12,4.5,8.5
29361,15.94,0.04,49.68,0.14,26.78,1405,523.93,26.78,Main Location,General,Main Location - General,2026-01-01,2026,1,4.5,8.5
222730,57.33,0.22,195.07,0.09,27.98,1552,2999.94,27.98,Main Location,General,Main Location - General,2026-02-01,2026,2,4.5,8.5
26191,19.69,0.18,32.6,0.81,26.22,1840,2238.49,26.22,Main Location,General,Main Location - General,2026-03-01,2026,3,4.5,8.5
132714,19.48,0.23,116.64,0.21,17.53,2156,1564.64,17.53,Main Location,General,Main Location - General,2026-04-01,2026,4,4.5,8.5
32894,22.79,0.49,39.33,0.26,29.23,503,1020.22,29.23,Main Location,General,Main Location - General,2026-05-01,2026,5,4.5,8.5
39091,13.84,0.14,37.71,0.33,23.13,2902,1201.03,23.13,Main Location,General,Main Location - General,2026-06-01,2026,6,4.5,8.5
37290,7.81,0.19,78.55,0.62,23.4,1820,653.62,23.4,Main Location,General,Main Location - General,2026-07-01,2026,7,4.5,8.5
